PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,First Name,Last Name,CabinDeck,CabinNum,CabinSide,GroupId,IdInGroup,TotalSpendings
0642_03,Europa,False,TRAPPIST-1e,79.0,False,0.0,0.0,0.0,2210.0,2.0,False,Chabik,Kiling,C,25,S,0642,03,2212.0
0642_04,Europa,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,Tachir,Kiling,C,25,S,0642,04,0.0
0642_05,Europa,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,Duhrk,Kiling,C,25,S,0642,05,0.0
0643_01,Mars,False,TRAPPIST-1e,19.0,False,1019.0,266.0,141.0,0.0,0.0,True,Tran,Watie,F,138,P,0643,01,1426.0
0644_01,Europa,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,Hadlam,Prucerod,E,38,P,0644,01,0.0
0645_01,Earth,False,,20.0,False,1724.0,0.0,0.0,1.0,0.0,False,Troyra,Grahangory,G,98,P,0645,01,1725.0
0646_01,Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,Errim,Trattle,C,26,S,0646,01,0.0
0647_01,Mars,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,Lidex,Deeke,F,115,S,0647,01,0.0
0647_02,Mars,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,True,Anack,Deeke,F,115,S,0647,02,0.0
0647_03,Mars,False,TRAPPIST-1e,33.0,False,105.0,0.0,1087.0,0.0,0.0,False,Oareel,Deeke,F,115,S,0647,03,1192.0
0650_01,Earth,True,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,True,Eulah,Hammonton,G,95,S,0650,01,0.0
0653_01,Mars,,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,Rionk,Paska,E,45,S,0653,01,0.0
0655_01,Mars,False,TRAPPIST-1e,37.0,False,237.0,2.0,708.0,0.0,0.0,True,Phios,Cure,E,39,P,0655,01,947.0
0656_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,768.0,3.0,False,Nicey,Gordond,G,101,P,0656,01,771.0
0657_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,863.0,0.0,17.0,0.0,True,,,F,117,S,0657,01,880.0
0657_02,Earth,False,TRAPPIST-1e,38.0,False,0.0,8.0,736.0,140.0,0.0,False,Glenna,Cardner,G,97,S,0657,02,884.0
0658_01,Earth,False,PSO J318.5-22,21.0,False,0.0,576.0,1.0,20.0,,False,Ernice,Jarvey,F,118,S,0658,01,597.0
0659_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,Stal,Andackson,G,98,S,0659,01,0.0
0660_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,False,Leonyl,Saley,G,99,S,0660,01,0.0
0661_01,Europa,False,TRAPPIST-1e,44.0,False,0.0,2506.0,0.0,1360.0,722.0,False,Misadr,Ticagent,C,23,P,0661,01,4588.0
0663_01,Earth,False,TRAPPIST-1e,44.0,False,86.0,525.0,16.0,49.0,39.0,True,Jeroy,Buckentry,F,140,P,0663,01,715.0
0664_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,4507.0,5689.0,False,Jabba,Cylistrand,E,46,S,0664,01,10196.0
0665_01,,False,TRAPPIST-1e,28.0,False,,0.0,7104.0,0.0,0.0,True,Cineys,Winie,F,141,P,0665,01,7104.0
0665_02,Mars,False,TRAPPIST-1e,15.0,False,1264.0,0.0,2.0,23.0,0.0,False,Lix,Winie,F,141,P,0665,02,1289.0
0668_01,Earth,False,TRAPPIST-1e,45.0,False,0.0,25.0,87.0,989.0,482.0,False,Rician,Torrez,F,142,P,0668,01,1583.0
0669_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,530.0,2.0,9.0,403.0,False,Elanie,Hardson,F,143,P,0669,01,944.0
0671_01,Earth,True,PSO J318.5-22,46.0,False,0.0,0.0,0.0,0.0,0.0,True,Veroy,Santry,G,102,P,0671,01,0.0
0672_01,Earth,False,TRAPPIST-1e,25.0,False,1.0,0.0,38.0,7.0,740.0,False,Josey,Carreralend,G,103,P,0672,01,786.0
0674_01,Earth,True,PSO J318.5-22,46.0,False,0.0,0.0,0.0,0.0,0.0,False,Grette,Dillips,G,101,S,0674,01,0.0
0677_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,False,Lorian,Josey,G,102,S,0677,01,0.0
0678_01,Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,False,Bettie,Moodman,G,103,S,0678,01,0.0
0679_01,Earth,False,TRAPPIST-1e,20.0,,,215.0,0.0,541.0,0.0,False,Vana,Nichoan,G,104,S,0679,01,756.0
0680_01,Earth,True,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,False,Garyan,Garnes,G,105,P,0680,01,0.0
0680_02,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False,Annard,Garnes,G,105,P,0680,02,0.0
0680_03,Earth,True,TRAPPIST-1e,5.0,,0.0,0.0,0.0,0.0,0.0,False,Joandy,Camerrison,G,105,P,0680,03,0.0
0682_01,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,Grany,Cla,F,121,S,0682,01,0.0
0683_01,Mars,False,TRAPPIST-1e,30.0,False,269.0,96.0,252.0,0.0,0.0,False,Wheals,Parté,F,144,P,0683,01,617.0
0684_01,Mars,False,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,Sug,Conie,F,145,P,0684,01,0.0
0684_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Trohs,Conie,F,145,P,0684,02,0.0
0684_03,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,Jack,Conie,F,145,P,0684,03,0.0
0685_01,Earth,False,TRAPPIST-1e,41.0,False,1.0,922.0,4.0,55.0,15.0,False,Arl,Lerez,E,41,P,0685,01,997.0
0686_01,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,Permit,Bert,F,146,P,0686,01,0.0
0686_02,Mars,False,TRAPPIST-1e,29.0,True,3887.0,0.0,,12.0,0.0,False,Cheat,Bert,D,30,P,0686,02,3899.0
0687_01,Mars,False,TRAPPIST-1e,19.0,False,3097.0,0.0,9.0,0.0,213.0,False,Lix,Concy,D,23,S,0687,01,3319.0
0688_01,Mars,False,TRAPPIST-1e,34.0,False,1973.0,0.0,97.0,41.0,3.0,False,Goos,Erpie,E,48,S,0688,01,2114.0
0689_01,Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,Chard,Motive,B,25,S,0689,01,0.0
0690_01,Mars,True,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,True,Yapich,Start,F,122,S,0690,01,0.0
0691_01,Mars,False,TRAPPIST-1e,19.0,False,164.0,0.0,783.0,0.0,0.0,False,Bubbix,Potte,E,49,S,0691,01,947.0
0691_02,Mars,False,TRAPPIST-1e,21.0,False,505.0,0.0,1952.0,0.0,0.0,False,Fis,Potte,F,123,S,0691,02,2457.0
0691_03,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,Moss,Potte,E,49,S,0691,03,0.0
0693_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,,0.0,True,Mothab,Dedometeel,,,,0693,01,0.0
0693_02,Europa,False,TRAPPIST-1e,34.0,False,0.0,3488.0,0.0,4343.0,38.0,False,Tetraix,Dedometeel,C,27,S,0693,02,7869.0
0696_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,581.0,226.0,74.0,0.0,True,Stany,Haydenzier,G,107,S,0696,01,881.0
0697_01,Earth,False,55 Cancri e,24.0,False,21.0,0.0,689.0,12.0,0.0,True,Dixiel,Buchansen,F,147,P,0697,01,722.0
0699_01,Mars,True,,18.0,False,0.0,0.0,0.0,0.0,0.0,True,Roswal,Sha,F,126,S,0699,01,0.0
0699_02,Mars,False,55 Cancri e,24.0,False,2698.0,0.0,301.0,8.0,5.0,False,Flyros,Rhuba,D,24,S,0699,02,3012.0
0701_01,Europa,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,Menkibi,Voliat,D,25,S,0701,01,0.0
0702_01,Earth,False,TRAPPIST-1e,24.0,False,121.0,237.0,4.0,387.0,54.0,False,Briane,Sellahaney,F,127,S,0702,01,803.0
0703_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,Brank,Estein,G,108,S,0703,01,0.0
0704_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,Adanne,Wartyson,G,107,P,0704,01,0.0
0705_01,Earth,False,55 Cancri e,43.0,False,0.0,0.0,722.0,0.0,0.0,True,Denny,Mccarveymon,F,149,P,0705,01,722.0
0707_01,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,,0.0,0.0,True,Jorgie,Haydenzier,G,109,S,0707,01,0.0
0709_01,Europa,False,55 Cancri e,25.0,False,0.0,4949.0,0.0,452.0,15.0,True,Astorux,Missefle,A,7,S,0709,01,5416.0
0709_02,Europa,True,55 Cancri e,25.0,,0.0,,0.0,0.0,0.0,True,Thaban,Missefle,A,7,S,0709,02,0.0
0709_03,Europa,True,55 Cancri e,23.0,False,0.0,0.0,,0.0,0.0,True,Props,Missefle,,,,0709,03,0.0
0710_01,Mars,False,TRAPPIST-1e,23.0,False,1695.0,0.0,0.0,31.0,349.0,False,Nute,Coflé,E,42,P,0710,01,2075.0
0712_01,Mars,,TRAPPIST-1e,20.0,False,457.0,0.0,170.0,1132.0,0.0,False,Pik,Apeau,F,150,P,0712,01,1759.0
0712_02,Mars,,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,Crans,Apeau,F,150,P,0712,02,0.0
0713_01,Earth,False,TRAPPIST-1e,26.0,False,1577.0,2.0,0.0,30.0,0.0,False,Vivia,Stantiagord,E,50,S,0713,01,1609.0
0714_01,Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,True,Erie,Rilley,G,109,P,0714,01,0.0
0714_02,Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,Claine,Rilley,G,109,P,0714,02,0.0
0714_03,Earth,False,,12.0,False,0.0,0.0,,0.0,0.0,True,Sony,Rilley,G,109,P,0714,03,0.0
0714_04,Earth,True,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,False,Charry,Rilley,G,109,P,0714,04,0.0
0714_05,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,False,Jeanny,Rilley,G,109,P,0714,05,0.0
0714_06,Earth,True,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,Man,Rilley,G,109,P,0714,06,0.0
0714_07,Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Brene,Rilley,G,109,P,0714,07,0.0
0715_01,Europa,,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,True,Izarfik,Unconary,,,,0715,01,0.0
0718_01,Earth,False,TRAPPIST-1e,21.0,False,521.0,0.0,4.0,261.0,1.0,False,Alendy,Mondsey,E,43,P,0718,01,787.0
0719_01,Mars,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,Naros,Reate,E,44,P,0719,01,0.0
0724_01,Earth,False,PSO J318.5-22,24.0,False,0.0,23.0,0.0,184.0,2566.0,False,Mela,Bensley,F,132,S,0724,01,2773.0
0726_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,False,Verly,Fitzgerson,G,111,P,0726,01,0.0
0727_01,Earth,False,TRAPPIST-1e,23.0,False,139.0,0.0,1.0,152.0,354.0,True,Branda,Potthews,F,133,S,0727,01,646.0
0728_01,Earth,False,55 Cancri e,29.0,False,0.0,0.0,2.0,786.0,594.0,True,Johna,Currisones,F,134,S,0728,01,1382.0
0729_01,Earth,False,TRAPPIST-1e,14.0,False,7.0,781.0,0.0,0.0,0.0,True,Briam,Lewinton,E,53,S,0729,01,788.0
0732_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,714.0,2.0,0.0,0.0,False,Jilla,Bairdford,,,,0732,01,716.0
0733_01,Earth,False,55 Cancri e,23.0,False,0.0,38.0,88.0,4.0,561.0,False,Lulah,Hamberterry,F,153,P,0733,01,691.0
0734_01,Earth,False,TRAPPIST-1e,62.0,False,712.0,2.0,322.0,0.0,517.0,False,Elinda,Ewiseston,F,154,P,0734,01,1553.0
0736_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,484.0,188.0,0.0,False,Lerion,Mcbritts,F,156,P,0736,01,672.0
0737_01,Europa,False,55 Cancri e,65.0,False,0.0,835.0,0.0,38.0,,False,Charmus,Inghtal,C,28,S,0737,01,873.0
0738_01,Mars,,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,Ran,Pread,F,157,P,0738,01,0.0
0740_01,Europa,False,55 Cancri e,67.0,False,76.0,16.0,0.0,2247.0,1166.0,False,Dyonevi,Sageng,C,24,P,0740,01,3505.0
0740_02,Europa,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,Zaurah,Sageng,C,24,P,0740,02,0.0
0740_03,Europa,False,TRAPPIST-1e,41.0,False,3594.0,3425.0,0.0,0.0,58.0,False,Thab,Sageng,C,24,P,0740,03,7077.0
0743_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,Loree,Brighttt,G,111,S,0743,01,0.0
0746_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,Milyla,Waltonnedy,G,112,S,0746,01,0.0
0750_01,Earth,False,55 Cancri e,22.0,False,15.0,142.0,0.0,41.0,493.0,False,Tiney,Kramosley,F,140,S,0750,01,691.0
0753_01,Europa,True,,34.0,False,0.0,0.0,0.0,0.0,0.0,True,Mesarix,Ennalve,A,4,P,0753,01,0.0
0753_02,Europa,False,55 Cancri e,65.0,False,19.0,1344.0,4.0,3190.0,8.0,False,,,A,4,P,0753,02,4565.0
0753_03,Europa,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,Matan,Ennalve,,,,0753,03,0.0
0754_01,Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,,True,Atikard,Fusimodent,D,31,P,0754,01,0.0
0756_01,Europa,True,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,True,Ashelik,Ainserfle,B,27,S,0756,01,0.0
0756_02,Europa,False,TRAPPIST-1e,34.0,False,47.0,287.0,0.0,4302.0,0.0,False,Ranon,Geraing,B,27,S,0756,02,4636.0
0756_03,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,,0.0,0.0,True,Hadalm,Ainserfle,B,27,S,0756,03,0.0
0757_01,Mars,False,55 Cancri e,67.0,False,1.0,0.0,5.0,1022.0,151.0,False,Mins,Traie,D,33,P,0757,01,1179.0
0761_01,Europa,False,,33.0,False,0.0,3879.0,0.0,48.0,67.0,True,Izarki,Fliblerolt,C,26,P,0761,01,3994.0
0762_01,Earth,True,PSO J318.5-22,30.0,False,0.0,0.0,0.0,0.0,0.0,False,Elody,Hubbarrison,G,114,S,0762,01,0.0
0764_01,Earth,,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,Danna,Toddleton,G,115,S,0764,01,0.0
0765_01,Mars,False,PSO J318.5-22,35.0,False,1248.0,0.0,55.0,12.0,0.0,True,Frus,Burle,F,142,S,0765,01,1315.0
0765_02,Mars,False,TRAPPIST-1e,23.0,False,755.0,0.0,121.0,,0.0,False,Ponts,Burle,F,142,S,0765,02,876.0
0767_01,Earth,False,TRAPPIST-1e,49.0,False,0.0,6.0,679.0,15.0,187.0,False,Francy,Meltonway,G,116,S,0767,01,887.0
0768_01,Europa,False,55 Cancri e,36.0,False,29.0,12180.0,0.0,93.0,17306.0,False,Maiam,Oilloody,B,32,P,0768,01,29608.0
0768_02,Europa,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,,0.0,True,Arix,Oilloody,B,32,P,0768,02,0.0
0769_01,Europa,True,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,True,Astrah,Reeddommy,B,28,S,0769,01,0.0
0770_01,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,Alendy,Mclardson,G,117,S,0770,01,0.0
0770_02,Earth,False,TRAPPIST-1e,,False,0.0,715.0,0.0,170.0,0.0,False,Sanney,Mclardson,G,117,S,0770,02,885.0
0770_03,Earth,,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,False,Hughy,Mclardson,G,117,S,0770,03,0.0
0770_04,Earth,True,PSO J318.5-22,10.0,False,0.0,0.0,0.0,0.0,0.0,False,Kimmy,Mclardson,G,117,S,0770,04,0.0
0770_05,Earth,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Harlen,Mclardson,G,117,S,0770,05,0.0
0770_06,Earth,True,PSO J318.5-22,7.0,False,0.0,0.0,0.0,0.0,0.0,True,,,G,117,S,0770,06,0.0
0771_01,Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,False,Troyra,Steeletters,G,112,P,0771,01,0.0
0772_01,Europa,False,55 Cancri e,37.0,False,0.0,16.0,325.0,4476.0,1359.0,False,Minoton,Hednigic,E,56,S,0772,01,6176.0
0772_02,Europa,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,Halleth,Plegred,E,56,S,0772,02,0.0
0772_03,,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,Weia,Hednigic,E,56,S,0772,03,0.0
0772_04,Europa,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,Arrain,Hednigic,E,56,S,0772,04,0.0
0773_01,Earth,False,TRAPPIST-1e,30.0,False,558.0,4.0,0.0,175.0,0.0,False,Gwendy,Beston,F,143,S,0773,01,737.0
0776_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,2.0,1399.0,0.0,18.0,True,Breney,Roycentes,F,161,P,0776,01,1419.0
0777_01,Europa,False,TRAPPIST-1e,30.0,False,0.0,3004.0,0.0,1018.0,0.0,False,Wasalm,Plattering,A,5,P,0777,01,4022.0
0779_01,Earth,False,,21.0,False,562.0,2.0,0.0,0.0,11.0,False,Holey,Rodger,F,162,P,0779,01,575.0
0781_01,Earth,False,PSO J318.5-22,21.0,False,14.0,33.0,0.0,3.0,467.0,False,Diandy,Valexandez,G,118,S,0781,01,517.0
0782_01,Mars,True,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,True,Clus,Walé,F,163,P,0782,01,0.0
0784_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,Grafirk,Aiming,C,33,S,0784,01,0.0
0785_01,Earth,False,TRAPPIST-1e,32.0,False,713.0,0.0,2.0,0.0,1.0,False,Francy,Hughriend,F,165,P,0785,01,716.0
0786_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,Robyny,Hartz,G,113,P,0786,01,0.0
0787_01,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,,False,Ritany,Quinnerry,G,114,P,0787,01,0.0
0788_01,Earth,False,55 Cancri e,16.0,False,797.0,0.0,0.0,0.0,0.0,False,,,F,166,P,0788,01,797.0
0789_01,Europa,False,TRAPPIST-1e,31.0,True,0.0,166.0,4.0,2177.0,342.0,False,Mesath,Imprank,A,8,S,0789,01,2689.0
0789_02,Europa,False,TRAPPIST-1e,30.0,False,0.0,142.0,870.0,89.0,3497.0,False,Auvan,Frolestty,A,8,S,0789,02,4598.0
0789_03,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,Zaninon,Frolestty,A,8,S,0789,03,0.0
0790_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,,0.0,0.0,True,Fanne,Pottmanley,G,119,S,0790,01,0.0
0791_01,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,False,Neila,Mcfarmerson,G,115,P,0791,01,0.0
0793_01,Earth,False,PSO J318.5-22,39.0,False,0.0,0.0,0.0,7.0,766.0,False,Millie,Powenoble,G,117,P,0793,01,773.0
0794_01,Mars,,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,Nakes,Dutte,F,144,S,0794,01,0.0
0794_02,Mars,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,Squars,Dutte,F,144,S,0794,02,0.0
0795_01,Earth,False,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,874.0,0.0,False,Pristy,Klindsey,F,145,S,0795,01,874.0
0796_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,Alatrix,Unfile,D,28,S,0796,01,0.0
0797_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,645.0,False,Hery,Noelan,F,146,S,0797,01,645.0
0798_01,Mars,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,True,Ecco,Gelle,F,147,S,0798,01,0.0
0799_01,Europa,False,55 Cancri e,,False,0.0,3462.0,5.0,1590.0,4.0,False,Genibah,Presstic,A,6,P,0799,01,5061.0
0802_01,Mars,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,Plat,Pimne,F,148,S,0802,01,0.0
0805_01,Europa,False,55 Cancri e,36.0,True,0.0,13248.0,100.0,1953.0,1.0,True,Glueba,Chuble,C,29,P,0805,01,15302.0
0806_01,Earth,False,TRAPPIST-1e,31.0,False,183.0,0.0,32.0,0.0,1171.0,False,Deaney,Nieldson,F,149,S,0806,01,1386.0
0806_02,Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,Bonyam,Nieldson,G,120,S,0806,02,0.0
0808_01,Earth,False,TRAPPIST-1e,31.0,False,159.0,110.0,701.0,0.0,10.0,False,Benew,Ramoran,E,57,S,0808,01,980.0
0809_01,Mars,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,,True,Oaters,Meake,F,151,S,0809,01,0.0
0809_02,Mars,False,TRAPPIST-1e,,False,1227.0,42.0,1.0,0.0,0.0,False,Crin,Meake,F,151,S,0809,02,1270.0
0809_03,Mars,False,TRAPPIST-1e,42.0,False,836.0,0.0,51.0,304.0,0.0,False,Smal,Meake,F,151,S,0809,03,1191.0
0809_04,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Wales,Meake,F,151,S,0809,04,0.0
0811_01,Mars,False,PSO J318.5-22,41.0,False,1209.0,0.0,0.0,0.0,833.0,False,Ranutz,Knik,F,152,S,0811,01,2042.0
0811_02,Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Pan,Nutte,F,152,S,0811,02,0.0
0811_03,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Phams,Nutte,F,152,S,0811,03,0.0
0813_01,Mars,True,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,True,Frouse,Katte,F,169,P,0813,01,0.0
0815_01,Earth,False,TRAPPIST-1e,13.0,False,2.0,1.0,30.0,,0.0,False,Wenise,Meyersones,E,59,S,0815,01,33.0
0816_01,Europa,False,55 Cancri e,24.0,False,0.0,284.0,0.0,4614.0,438.0,False,Giedir,Asoppor,E,60,S,0816,01,5336.0
0817_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,False,Carona,Baxters,G,119,P,0817,01,0.0
0818_01,Europa,False,TRAPPIST-1e,71.0,True,0.0,0.0,0.0,0.0,0.0,True,Ksorab,Couseced,B,29,S,0818,01,0.0
0819_01,Earth,True,PSO J318.5-22,23.0,,0.0,0.0,0.0,0.0,0.0,True,Patsya,Gainney,G,121,S,0819,01,0.0
0820_01,Earth,False,55 Cancri e,15.0,False,0.0,59.0,714.0,0.0,3.0,True,Hanry,Strongers,F,154,S,0820,01,776.0
0820_02,Earth,False,TRAPPIST-1e,18.0,False,751.0,0.0,0.0,0.0,0.0,False,Sus,Strongers,G,122,S,0820,02,751.0
0822_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,561.0,10.0,0.0,161.0,True,Scotte,Sweeton,F,156,S,0822,01,732.0
0823_01,Earth,True,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,Chadie,Carrishley,G,123,S,0823,01,0.0
0823_02,Earth,False,55 Cancri e,42.0,False,0.0,0.0,739.0,0.0,0.0,True,Wenten,Carrishley,,,,0823,02,739.0
0824_01,Mars,False,TRAPPIST-1e,51.0,False,815.0,0.0,343.0,55.0,0.0,False,Teda,Chpie,F,158,S,0824,01,1213.0
0825_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,Alendy,Wardendez,G,120,P,0825,01,0.0
0826_01,Earth,False,TRAPPIST-1e,27.0,False,174.0,653.0,0.0,0.0,0.0,True,Danna,Hoopez,,,,0826,01,827.0
0828_01,Earth,False,TRAPPIST-1e,42.0,False,786.0,0.0,22.0,59.0,0.0,False,Juliey,Santry,F,159,S,0828,01,867.0
0828_02,Earth,False,TRAPPIST-1e,41.0,False,324.0,2.0,,7.0,26.0,True,Rosey,Santry,F,159,S,0828,02,359.0
0829_01,Earth,False,PSO J318.5-22,21.0,False,15.0,0.0,2695.0,2.0,0.0,True,Myrace,Carverson,F,170,P,0829,01,2712.0
0830_01,Earth,False,TRAPPIST-1e,31.0,False,14.0,5.0,0.0,795.0,0.0,True,Eilan,Hinesh,F,171,P,0830,01,814.0
0833_01,Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,Tarmus,Poicaptic,,,,0833,01,0.0
0834_01,Earth,False,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,838.0,27.0,False,Garry,Pacerty,F,173,P,0834,01,865.0
0835_01,Earth,False,55 Cancri e,14.0,False,77.0,0.0,9.0,424.0,166.0,False,Briane,Frazie,G,124,S,0835,01,676.0
0836_01,Mars,False,PSO J318.5-22,32.0,True,494.0,701.0,71.0,0.0,0.0,False,Set,Butte,F,160,S,0836,01,1266.0
0839_01,Europa,False,TRAPPIST-1e,32.0,False,0.0,179.0,0.0,0.0,5152.0,False,Grumak,Pokerheed,B,30,S,0839,01,5331.0
0840_01,Earth,,TRAPPIST-1e,27.0,False,663.0,1111.0,0.0,0.0,2.0,False,Ebonyd,Braymon,G,123,P,0840,01,1776.0
0845_01,Europa,False,55 Cancri e,57.0,False,2651.0,2956.0,0.0,266.0,1300.0,False,Achbah,Fueling,B,31,S,0845,01,7173.0
0846_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,False,Tera,Simstravery,G,125,S,0846,01,0.0
0848_01,Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,Sts,Raca,F,175,P,0848,01,0.0
0848_02,Mars,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,Monam,Raca,F,175,P,0848,02,0.0
